Main.Group,Family,Alt.Family,Genus,Form,Primary.Obs,Secondary.Obs,References.For.Family,Notes.For.Family
FERNS & FERN ALLIES,Aspleniaceae,,Asplenium,ferns,VAM,NM,"Cooper 1976, Gemma et al. 1992",most samples NM 
FERNS & FERN ALLIES,Blechnaceae,,Blechnum,ferns,VAM,,"Cooper 1976, Gemma et al. 1992.",
FERNS & FERN ALLIES,Cyatheaceae,,Cyathea,tree ferns,VAM,,"Cooper 1976, Gemma et al. 1992.",
FERNS & FERN ALLIES,Dennstaedtiaceae,,Hypolepis,fern,VAM,,"Cooper 1976 , Brockhoff & Allaway 1988, Logan et al. 1989, Sward 1978",
FERNS & FERN ALLIES,Dennstaedtiaceae,,Pteridium,fern,VAM,,"Cooper 1976 , Brockhoff & Allaway 1988, Logan et al. 1989, Sward 1978",
FERNS & FERN ALLIES,Dicksoniaceae,,Dicksonia,tree fern,VAM,,Cooper 1976,
FERNS & FERN ALLIES,Dryopteridaceae,,Polystichum,ferns,VAM,,Cooper 1976 ,
FERNS & FERN ALLIES,Dryopteridaceae,,Rumohra,ferns,VAM,,Cooper 1976 ,
FERNS & FERN ALLIES,Gleicheniaceae,,Gleichenia,ferns,VAM,,Cooper 1976,
FERNS & FERN ALLIES,Hymenophyllaceae,,Hymenophyllum,filmy ferns,VAM,,Cooper 1976,
FERNS & FERN ALLIES,Hymenophyllaceae,,Trichomanes,filmy ferns,VAM,,Cooper 1976,
FERNS & FERN ALLIES,Isoetaceae,,Isoetes,fern ally,VAM,,Clayton & Bagyaraj 1984., See Section 2.
FERNS & FERN ALLIES,Lindsaeaceae,,Lindsaea,fern,VAM,,"Cooper 1976, Gemma et al. 1992, Brundrett et al. 1995.",
FERNS & FERN ALLIES,Lycopodiaceae,,Lycopodium,fern ally,VAM,NM,"Cooper 1976, Johnston & Ryan 2000,Holloway 1935.","Lycopodium adult VAM Cooper 1976, NM - Johnston & Ryan 2000. Phylloglossum Hyphal coils in gametophyte MH VAM? - Holloway 1935."
FERNS & FERN ALLIES,Lycopodiaceae,,Phylloglossum,fern ally,VAM,NM,"Cooper 1976, Johnston & Ryan 2000,Holloway 1935.","Lycopodium adult VAM Cooper 1976, NM - Johnston & Ryan 2000. Phylloglossum Hyphal coils in gametophyte MH VAM? - Holloway 1935."
FERNS & FERN ALLIES,Nephrolepidaceae,(=Lomariopsidaceae),Arthropteris,fern,VAM,,"Cooper 1976, Reddell et al. 1996",
FERNS & FERN ALLIES,Nephrolepidaceae,(=Lomariopsidaceae),Nephrolepis,fern,VAM,,"Cooper 1976, Reddell et al. 1996",
FERNS & FERN ALLIES,Osmondaceae,,Todea,ferns,VAM,,Cooper 1976 ,
FERNS & FERN ALLIES,Polypodiaceae,(Grammitidaceae),Drynaria,ferns,VAM,(NM),"Cooper 1976, Brundrett et al. 1995.",Drynaria NM on rock - Brundrett et al. 1995.
FERNS & FERN ALLIES,Polypodiaceae,(Grammitidaceae),Grammitis,ferns,VAM,(NM),"Cooper 1976, Brundrett et al. 1995.",Drynaria NM on rock - Brundrett et al. 1995.
FERNS & FERN ALLIES,Polypodiaceae,(Grammitidaceae),Pyrrosia,ferns,VAM,(NM),"Cooper 1976, Brundrett et al. 1995.",Drynaria NM on rock - Brundrett et al. 1995.
FERNS & FERN ALLIES,Psilotaceae,,Tmesipteris,lower ferns,MH,VAM,"Copper 1976, Gemma et al. 1992.","Tmesipteris Sporophyte VAM - Copper 1976. Psilotum soporophyte VAM - M. Brundrett (unpublished), Gemma et al. 1992. See Section 2."
FERNS & FERN ALLIES,Psilotaceae,,Psilotum,lower ferns,MH,VAM,"Copper 1976, Gemma et al. 1992.","Tmesipteris Sporophyte VAM - Copper 1976. Psilotum soporophyte VAM - M. Brundrett (unpublished), Gemma et al. 1992. See Section 2."
FERNS & FERN ALLIES,Pteridaceae,"(inc. Adiantaceae, Hemionitidaceae, Sinopteridaceae)",Adiantum,ferns,VAM,(NM),"Cooper 1976, Gemma et al. 1992, Brundrett et al. 1995.",Platyzoma NM - Brundrett et al. 1995.
FERNS & FERN ALLIES,Pteridaceae,"(inc. Adiantaceae, Hemionitidaceae, Sinopteridaceae)",Cheilanthes,ferns,VAM,(NM),"Cooper 1976, Gemma et al. 1992, Brundrett et al. 1995.",Platyzoma NM - Brundrett et al. 1995.
FERNS & FERN ALLIES,Pteridaceae,"(inc. Adiantaceae, Hemionitidaceae, Sinopteridaceae)",Pellaea,ferns,VAM,(NM),"Cooper 1976, Gemma et al. 1992, Brundrett et al. 1995.",Platyzoma NM - Brundrett et al. 1995.
FERNS & FERN ALLIES,Pteridaceae,"(inc. Adiantaceae, Hemionitidaceae, Sinopteridaceae)",Platyzoma,ferns,VAM,(NM),"Cooper 1976, Gemma et al. 1992, Brundrett et al. 1995.",Platyzoma NM - Brundrett et al. 1995.
FERNS & FERN ALLIES,Pteridaceae,"(inc. Adiantaceae, Hemionitidaceae, Sinopteridaceae)",Pteris,ferns,VAM,(NM),"Cooper 1976, Gemma et al. 1992, Brundrett et al. 1995.",Platyzoma NM - Brundrett et al. 1995.
FERNS & FERN ALLIES,Schizaeaceae,,Schizaea,ferns,VAM,,"Copper 1976, Gemma et al. 1992, Brundrett et al. 1995",
FERNS & FERN ALLIES,Selaginellaceae,,Selaginella,fern ally,NM,VAM,Sward 1978,VAM also reported - see Section 2.
FERNS & FERN ALLIES,Thelypteridaceae,,Thelypteris,fern,VAM,,Cooper 1976,
FERNS & FERN ALLIES,Woodsiaceae,(Athyriaceae),Cystopteris,fern,VAM,,Cooper 1976,
GYMNOSPERMS,Araucariaceae,,Agathis,trees,VAM,,"Baylis et al. 1963, Bevege 1968, McGee et al. 1999,McGee et al. 1999.","Beaded VAM roots - Baylis et al. 1963, Bevege 1968, McGee et al. 1999. Wollemia occasional ECM - McGee et al. 1999."
GYMNOSPERMS,Araucariaceae,,Aracauria,trees,VAM,,"Baylis et al. 1963, Bevege 1968, McGee et al. 1999,McGee et al. 1999.","Beaded VAM roots - Baylis et al. 1963, Bevege 1968, McGee et al. 1999. Wollemia occasional ECM - McGee et al. 1999."
GYMNOSPERMS,Araucariaceae,,Phyllocladus,trees,VAM,,"Baylis et al. 1963, Bevege 1968, McGee et al. 1999,McGee et al. 1999.","Beaded VAM roots - Baylis et al. 1963, Bevege 1968, McGee et al. 1999. Wollemia occasional ECM - McGee et al. 1999."
GYMNOSPERMS,Araucariaceae,,Wollemia,trees,VAM,,"Baylis et al. 1963, Bevege 1968, McGee et al. 1999,McGee et al. 1999.","Beaded VAM roots - Baylis et al. 1963, Bevege 1968, McGee et al. 1999. Wollemia occasional ECM - McGee et al. 1999."
GYMNOSPERMS,Cupressaceae,,Callitris,trees,VAM,,"Bevege 1968,Reddell & Milnes 1992, Pattinson et al. 2004.",
GYMNOSPERMS,Podocarpaceae,,Dacrycarpus,"trees, shrub",VAM,,"Bevege 1968, Reddell et al. 1996, Baylis et al. 1963, Johnson 1977, Hurst et al. 2002, Russell et al. 2002. ",VAM in beaded roots
GYMNOSPERMS,Podocarpaceae,,Dacrydium,"trees, shrub",VAM,,"Bevege 1968, Reddell et al. 1996, Baylis et al. 1963, Johnson 1977, Hurst et al. 2002, Russell et al. 2002. ",VAM in beaded roots
GYMNOSPERMS,Podocarpaceae,,Podocarpus,"trees, shrub",VAM,,"Bevege 1968, Reddell et al. 1996, Baylis et al. 1963, Johnson 1977, Hurst et al. 2002, Russell et al. 2002. ",VAM in beaded roots
GYMNOSPERMS,Zamiaceae,,Lepidozamia,"shrubs, trees",VAM,,"Brundrett & Abbott 1991, Reddell et al. 1996, Lamont 1982, Grove et al. 1980.","These also have coralloid N2 fixing roots - Lamont 1982, Grove et al. 1980."
GYMNOSPERMS,Zamiaceae,,Macrozamia,"shrubs, trees",VAM,,"Brundrett & Abbott 1991, Reddell et al. 1996, Lamont 1982, Grove et al. 1980.","These also have coralloid N2 fixing roots - Lamont 1982, Grove et al. 1980."
ANGIOSPERMS - DICOTYLEDONS,Aizoaceae,,Carpobrotus,herbs,NM,,"Brockhoff & Allaway 1988, Logan et al. 1989, Brundrett et al. 1995.",
ANGIOSPERMS - DICOTYLEDONS,Aizoaceae,,Sesuvium,herbs,NM,,"Brockhoff & Allaway 1988, Logan et al. 1989, Brundrett et al. 1995.",
ANGIOSPERMS - DICOTYLEDONS,Aizoaceae,,Trianthema,herbs,NM,,"Brockhoff & Allaway 1988, Logan et al. 1989, Brundrett et al. 1995.",
ANGIOSPERMS - DICOTYLEDONS,Amaranthaceae,,Alternanthera,herbs,NM,,"Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Amaranthaceae,,Gomphrena,herbs,NM,,"Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Amaranthaceae,,Ptilotus,herbs,NM,,"Reddell & Milnes 1992, Brundrett et al. 1995, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Anacardiaceae,,Buchanania,tree,VAM,,Brundrett et al. 1995,
ANGIOSPERMS - DICOTYLEDONS,Annonaceae,,Melodorum,"vine, trees",VAM,,"Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Annonaceae,,Polyalthia,"vine, trees",VAM,,"Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Annonaceae,,Xylopia,"vine, trees",VAM,,"Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Aciphylla,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Actinotis,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Eryngium,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Platysace,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Hydrocotyle,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Lilaeopsis,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Oreomyrrhis,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Trachymene,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apiaceae,(Umbelliferae),Xanthosia,herbs,VAM,,"Johnson 1977, Sward 1978, Clayton & Bagyaraj 1984, Peterson et al. 1985, Brundrett & Abbott 1991, Bellgard 1991, Johnson & Ryan 2000, O'Connor et al. 2001",Warcup (1980) and Bellgard (1991) report ECM-like association in Platysace.
ANGIOSPERMS - DICOTYLEDONS,Apocynaceae,(Asclepiadaceae),Alyxia,"herb, shrub, vine, trees",VAM,,"Koske 1992, Brundrett et al. 1995, Reddell et al. 1996, Gehring & Connell 2006.",
ANGIOSPERMS - DICOTYLEDONS,Apocynaceae,(Asclepiadaceae),Cynanchum,"herb, shrub, vine, trees",VAM,,"Koske 1992, Brundrett et al. 1995, Reddell et al. 1996, Gehring & Connell 2006.",
ANGIOSPERMS - DICOTYLEDONS,Apocynaceae,(Asclepiadaceae),Ichnocarpus,"herb, shrub, vine, trees",VAM,,"Koske 1992, Brundrett et al. 1995, Reddell et al. 1996, Gehring & Connell 2006.",
ANGIOSPERMS - DICOTYLEDONS,Apocynaceae,(Asclepiadaceae),Wrightia,"herb, shrub, vine, trees",VAM,,"Koske 1992, Brundrett et al. 1995, Reddell et al. 1996, Gehring & Connell 2006.",
ANGIOSPERMS - DICOTYLEDONS,Apodanthaceae,(Rafflesiaceae),Pilostyles,internal parasite,NM,,,Parasitic Plants lacking roots
ANGIOSPERMS - DICOTYLEDONS,Araliaceae,,Polyscias,trees,VAM,(NM),Reddell et al. 1996 ,(Schefflera NM)
ANGIOSPERMS - DICOTYLEDONS,Araliaceae,,Schefflera,trees,VAM,(NM),Reddell et al. 1996 ,(Schefflera NM)
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Brachycome,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Calocephalus,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Calotis,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Celmisia,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Cephalipterum,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Chthonocephalus,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Cotula,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Craspedia,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Chrysanthemoides,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Gnephosis,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Helichrysum,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Helipterum,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Leucochrysum,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Millotia,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Olearia,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Othonna,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Polycalymma,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Rhodanthe,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Senecio,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Waitzia,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Asteraceae,,Vittadinia,"herbs, shrubs",VAM,,"Sward 1978, Warcup & McGee 1983, Logan et al. 1989, Brundrett & Abbott 1991, Koske et al. 1992, Johnson & Ryan 2000, O'Connor et al 2001, Warcup & McGee 1983, Kope & Warcup 1986","_ECM-like asociation in Angianthus, Helichrysum, Helipterum, Podolepis, Waitzia"
ANGIOSPERMS - DICOTYLEDONS,Balanophoraceae,,Balanophora,parasite,NM,,Heywood et al. 1996,Family of obligate parasites lacking roots 
ANGIOSPERMS - DICOTYLEDONS,Bignoniaceae,,Deplanchea,tree,VAM,,Reddell et al. 1996,
ANGIOSPERMS - DICOTYLEDONS,Boraginaceae,,Argusia,"shrub, herbs",VAM,(NM),"Peterson et al. 1985, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Boraginaceae,,Omphalalappula,"shrub, herbs",VAM,(NM),"Peterson et al. 1985, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Boraginaceae,,Trichodesma,"shrub, herbs",VAM,(NM),"Peterson et al. 1985, O'Connor et al. 2001",
ANGIOSPERMS - DICOTYLEDONS,Brassicaceae,(Cruciferae),Cakile,herbs,NM,(VAM),"Peterson et al. 1985, O'Connor et al. 2001,Peterson et al. 1985, Koske et al. 1992, DeMars & Boerner 1996.","Lepidium VAM or NM - Peterson et al. 1985, Koske et al. 1992. Consistently NM family - DeMars & Boerner 1996."
ANGIOSPERMS - DICOTYLEDONS,Brassicaceae,(Cruciferae),Blennodium,herbs,NM,(VAM),"Peterson et al. 1985, O'Connor et al. 2001,Peterson et al. 1985, Koske et al. 1992, DeMars & Boerner 1996.","Lepidium VAM or NM - Peterson et al. 1985, Koske et al. 1992. Consistently NM family - DeMars & Boerner 1996."
ANGIOSPERMS - DICOTYLEDONS,Brassicaceae,(Cruciferae),Lepidium,herbs,NM,(VAM),"Peterson et al. 1985, O'Connor et al. 2001,Peterson et al. 1985, Koske et al. 1992, DeMars & Boerner 1996.","Lepidium VAM or NM - Peterson et al. 1985, Koske et al. 1992. Consistently NM family - DeMars & Boerner 1996."
ANGIOSPERMS - DICOTYLEDONS,Brassicaceae,(Cruciferae),Sisymbrium,herbs,NM,(VAM),"Peterson et al. 1985, O'Connor et al. 2001,Peterson et al. 1985, Koske et al. 1992, DeMars & Boerner 1996.","Lepidium VAM or NM - Peterson et al. 1985, Koske et al. 1992. Consistently NM family - DeMars & Boerner 1996."
ANGIOSPERMS - DICOTYLEDONS,Burseraceae,,Canarium,tree,VAM,,Brundrett et al. 1995,
ANGIOSPERMS - DICOTYLEDONS,Campanulaceae,(Lobeliaceae),Lobelia,herbs,VAM,,"Warcup 1988, Brundrett & Abbott 1991, Koske et al. 1992",ECM-like associations also - Warcup 1988
ANGIOSPERMS - DICOTYLEDONS,Cleomaceae,(Capparaceae),Cleome,herb,NM,,Brundrett et al. 1995,
ANGIOSPERMS - DICOTYLEDONS,Caryophyllaceae,,Calobanthus,shrubs,VAM,,Johnson & Ryan 2000,Alpine plants 
ANGIOSPERMS - DICOTYLEDONS,Casuarinaceae,,Allocasuarina,"trees, shrubs",ECM,VAM,"Warcup 1980, Reddell et al. 1986, Thoen et al. 1990, Brundrett & Abbott 1991.",N fixing nodules & cluster roots.
ANGIOSPERMS - DICOTYLEDONS,Casuarinaceae,,Casuarina,"trees, shrubs",ECM,VAM,"Warcup 1980, Reddell et al. 1986, Thoen et al. 1990, Brundrett & Abbott 1991.",N fixing nodules & cluster roots.
ANGIOSPERMS - DICOTYLEDONS,Casuarinaceae,,Casuarina,trees,VAM,(ECM),"Khan 1993, Koske et al. 1992, Dell et al. 1994",Predominantly VAM
ANGIOSPERMS - DICOTYLEDONS,Casuarinaceae,,Gymnostoma,tree,VAM,,Duhoux et al. 2001,VAM in beaded roots 
ANGIOSPERMS - DICOTYLEDONS,Celastraceae,,Hippocratea,"tree, herbs",VAM,,"Logan et al. 1989, Brundrett & Abbott 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Celastraceae,,Lophopetalum,"tree, herbs",VAM,,"Logan et al. 1989, Brundrett & Abbott 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Celastraceae,,Stackhousia,"tree, herbs",VAM,,"Logan et al. 1989, Brundrett & Abbott 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Celastraceae,,Tripterococcus,"tree, herbs",VAM,,"Logan et al. 1989, Brundrett & Abbott 1991, Brundrett et al. 1995, Reddell et al. 1996",
ANGIOSPERMS - DICOTYLEDONS,Chenopodiaceae,,Atriplex,shrubs,NM,(AM),"Logan et al. 1989, Koske et al. 1992, O'Connor et al. 2001, Asghari et al. 2005","(low hyphal colonisation, arbuscules may be present)"
ANGIOSPERMS - DICOTYLEDONS,Chenopodiaceae,,Enchyleana,shrubs,NM,(AM),"Logan et al. 1989, Koske et al. 1992, O'Connor et al. 2001, Asghari et al. 2005","(low hyphal colonisation, arbuscules may be present)"
ANGIOSPERMS - DICOTYLEDONS,Chenopodiaceae,,Rhagodia,shrubs,NM,(AM),"Logan et al. 1989, Koske et al. 1992, O'Connor et al. 2001, Asghari et al. 2005","(low hyphal colonisation, arbuscules may be present)"
ANGIOSPERMS - DICOTYLEDONS,Chenopodiaceae,,Salsola,shrubs,NM,(AM),"Logan et al. 1989, Koske et al. 1992, O'Connor et al. 2001, Asghari et al. 2005","(low hyphal colonisation, arbuscules may be present)"
ANGIOSPERMS - DICOTYLEDONS,Chenopodiaceae,,Sclerolaena,shrubs,NM,(AM),"Logan et al. 1989, Koske et al. 1992, O'Connor et al. 2001, Asghari et al. 2005","(low hyphal colonisation, arbuscules may be present)"
ANGIOSPERMS - DICOTYLEDONS,Chrysobalanaceae,,Maranthes,tree,VAM,,Brundrett et al. 1995,
